,customer_id,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,owns_car,name,age,age_range
2941,2942,M,10,Software Engineer III,others,High Net Worth,No,Garner Arnolds,51,"(47.4, 54.5]"
2943,2944,M,45,Environmental Specialist,Manufacturing,Affluent Customer,No,Kimball Scutter,44,"(40.3, 47.4]"
2945,2946,M,14,others,Property,Mass Customer,Yes,Paige Bax,31,"(26.1, 33.2]"
2946,2947,M,75,others,Manufacturing,Mass Customer,No,Standford Sauter,44,"(40.3, 47.4]"
2947,2948,M,23,Internal Auditor,Manufacturing,Mass Customer,Yes,Yank Scarlett,24,"(18.929, 26.1]"
2948,2949,F,68,others,Telecommunications,Mass Customer,No,Alexa Simanek,44,"(40.3, 47.4]"
2949,2950,M,19,Software Engineer I,Financial Services,Mass Customer,Yes,Kristos Anthony,66,"(61.6, 68.7]"
2950,2951,M,13,Community Outreach Specialist,Financial Services,High Net Worth,No,Duffy Godbehere,44,"(40.3, 47.4]"
2951,2952,F,28,Senior Developer,Manufacturing,High Net Worth,Yes,Cristy McQuirter,46,"(40.3, 47.4]"
2952,2953,M,45,Recruiting Manager,Health,High Net Worth,Yes,Hector Carwithan,49,"(47.4, 54.5]"
2953,2954,F,23,Pharmacist,Health,Mass Customer,No,Albertine Fibbitts,47,"(40.3, 47.4]"
2954,2955,M,74,Community Outreach Specialist,Financial Services,High Net Worth,No,Stuart Dutnell,31,"(26.1, 33.2]"
2955,2956,M,17,Quality Control Specialist,Telecommunications,Mass Customer,Yes,Thedric Bolding,62,"(61.6, 68.7]"
2956,2957,M,66,Social Worker,Health,Affluent Customer,No,Hurlee Helleckas,52,"(47.4, 54.5]"
2957,2958,M,10,Health Coach II,Manufacturing,Affluent Customer,Yes,Regan Botly,46,"(40.3, 47.4]"
2958,2959,F,1,Registered Nurse,Health,Mass Customer,Yes,Max Gonthier,68,"(61.6, 68.7]"
2959,2960,F,6,Design Engineer,Property,Mass Customer,Yes,Hollie MacEllen,45,"(40.3, 47.4]"
2960,2961,M,56,Assistant Manager,Health,Mass Customer,Yes,Merv Barradell,46,"(40.3, 47.4]"
2961,2962,F,26,Information Systems Manager,Property,Mass Customer,No,Shari MacCallester,50,"(47.4, 54.5]"
2963,2964,F,36,Product Engineer,Telecommunications,Mass Customer,Yes,Geneva McCrystal,47,"(40.3, 47.4]"
2964,2965,F,24,others,others,High Net Worth,No,Lynna Greenrod,49,"(47.4, 54.5]"
2965,2966,F,81,Dental Hygienist,Health,Mass Customer,Yes,Fredi Aldhous,52,"(47.4, 54.5]"
2966,2967,M,60,Social Worker,Health,Affluent Customer,Yes,Dud Coom,42,"(40.3, 47.4]"
2967,2968,M,38,Human Resources Assistant III,Retail,High Net Worth,No,Lek Viel,44,"(40.3, 47.4]"
2968,2969,M,12,Database Administrator IV,others,Mass Customer,Yes,Pascale Cuxson,47,"(40.3, 47.4]"
2969,2970,F,64,Software Consultant,Financial Services,Mass Customer,No,Cassi Noades,29,"(26.1, 33.2]"
2970,2971,F,5,Marketing Assistant,Manufacturing,High Net Worth,Yes,Esther Caught,53,"(47.4, 54.5]"
2971,2972,F,11,others,others,High Net Worth,No,Deena Burnsides,65,"(61.6, 68.7]"
2972,2973,M,34,Senior Developer,Health,High Net Worth,No,Torr Mintram,49,"(47.4, 54.5]"
2973,2974,F,1,Engineer IV,Financial Services,High Net Worth,No,Hyacinthia Settle,46,"(40.3, 47.4]"
2974,2975,F,67,Senior Cost Accountant,Financial Services,Mass Customer,No,Deva Carnow,40,"(33.2, 40.3]"
2975,2976,M,16,Tax Accountant,Health,Mass Customer,Yes,Lindsay Beausang,57,"(54.5, 61.6]"
2976,2977,F,28,Community Outreach Specialist,others,Affluent Customer,No,Ottilie Filkov,44,"(40.3, 47.4]"
2977,2978,M,96,Programmer IV,Manufacturing,Affluent Customer,No,Erasmus Winckworth,47,"(40.3, 47.4]"
2978,2979,F,39,Tax Accountant,Retail,Mass Customer,No,Louella Mandifield,45,"(40.3, 47.4]"
2979,2980,F,27,Chemical Engineer,Manufacturing,Mass Customer,No,Di Plaid,42,"(40.3, 47.4]"
2980,2981,M,26,Sales Representative,Retail,High Net Worth,Yes,Benny Jadczak,41,"(40.3, 47.4]"
2981,2982,F,30,Senior Cost Accountant,Financial Services,Mass Customer,Yes,Celisse McCloughen,39,"(33.2, 40.3]"
2982,2983,M,2,Human Resources Manager,Retail,Mass Customer,Yes,Hilario Magrane,36,"(33.2, 40.3]"
2983,2984,F,48,Payment Adjustment Coordinator,Manufacturing,Mass Customer,Yes,Frances Mishaw,62,"(61.6, 68.7]"
2984,2985,M,69,Sales Representative,Retail,Affluent Customer,Yes,Kerby Nesfield,35,"(33.2, 40.3]"
2985,2986,M,60,others,Financial Services,Mass Customer,No,Ettore Bere,41,"(40.3, 47.4]"
2986,2987,F,51,Media Manager II,others,High Net Worth,Yes,Riane Schultes,37,"(33.2, 40.3]"
2987,2988,F,20,Administrative Officer,others,Mass Customer,Yes,Darrelle Michie,23,"(18.929, 26.1]"
2989,2990,M,65,GIS Technical Architect,Argiculture,High Net Worth,No,Brice Martinuzzi,43,"(40.3, 47.4]"
2990,2991,F,48,Desktop Support Technician,Financial Services,Mass Customer,No,Fred Catanheira,57,"(54.5, 61.6]"
2991,2992,F,26,Clinical Specialist,Health,Mass Customer,Yes,Crystal Assur,47,"(40.3, 47.4]"
2992,2993,F,85,Graphic Designer,Financial Services,Affluent Customer,No,Blinnie Hazelden,26,"(18.929, 26.1]"
2993,2994,F,26,Accountant II,Manufacturing,Mass Customer,Yes,Karlen Iacovacci,45,"(40.3, 47.4]"
2994,2995,M,60,others,Health,Mass Customer,Yes,Garvin Cunradi,24,"(18.929, 26.1]"
2995,2996,F,67,Cost Accountant,Financial Services,Mass Customer,No,Jerrylee Shinfield,54,"(47.4, 54.5]"
2996,2997,F,57,Computer Systems Analyst II,Health,Affluent Customer,No,Jo-ann Carlile,48,"(47.4, 54.5]"
2997,2998,F,34,Nurse Practicioner,Manufacturing,High Net Worth,Yes,Quintana Housley,21,"(18.929, 26.1]"
2999,3000,M,28,Compensation Analyst,Financial Services,Affluent Customer,No,Tann McCard,47,"(40.3, 47.4]"
3000,3001,M,48,Engineer IV,Argiculture,Mass Customer,No,Gal Waleran,44,"(40.3, 47.4]"
3001,3002,M,62,Paralegal,Financial Services,Mass Customer,Yes,Tracey Verdun,65,"(61.6, 68.7]"
3002,3003,F,72,Web Developer I,Retail,Mass Customer,Yes,Brita Tupie,58,"(54.5, 61.6]"
3003,3004,M,82,Research Assistant II,Health,Mass Customer,Yes,Waylon Hammant,66,"(61.6, 68.7]"
3004,3005,M,36,Human Resources Manager,Property,Affluent Customer,Yes,Rafaellle Tantrum,52,"(47.4, 54.5]"
3005,3006,F,72,others,others,Mass Customer,Yes,Ariel Dillingston,33,"(26.1, 33.2]"
3006,3007,M,38,Environmental Tech,Manufacturing,Mass Customer,No,Tudor Pepper,48,"(47.4, 54.5]"
3007,3008,F,40,others,Health,High Net Worth,Yes,Etta Criag,39,"(33.2, 40.3]"
3008,3009,F,11,others,Health,High Net Worth,Yes,Hephzibah Cliffe,44,"(40.3, 47.4]"
3009,3010,F,16,others,others,Affluent Customer,No,Tobye Cock,51,"(47.4, 54.5]"
3010,3011,F,84,Staff Scientist,Financial Services,High Net Worth,No,Robena Barks,27,"(26.1, 33.2]"
3012,3013,F,94,Office Assistant III,Property,High Net Worth,No,Lorain Eddisforth,53,"(47.4, 54.5]"
3013,3014,F,59,Software Engineer II,others,High Net Worth,No,Terrijo Merlin,20,"(18.929, 26.1]"
3014,3015,F,25,Assistant Manager,Retail,Affluent Customer,No,Queenie Flips,21,"(18.929, 26.1]"
3015,3016,M,25,Analog Circuit Design manager,Financial Services,High Net Worth,No,Forster Bumford,36,"(33.2, 40.3]"
3016,3017,M,88,Operator,Financial Services,Affluent Customer,No,Jason De Lorenzo,66,"(61.6, 68.7]"
3017,3018,F,16,Recruiter,others,High Net Worth,Yes,Ainsley Nissle,50,"(47.4, 54.5]"
3018,3019,M,98,Community Outreach Specialist,Manufacturing,Affluent Customer,Yes,Alonso Ceyssen,35,"(33.2, 40.3]"
3019,3020,M,13,Chemical Engineer,Manufacturing,High Net Worth,Yes,Witty McArthur,56,"(54.5, 61.6]"
3020,3021,M,4,others,others,Mass Customer,No,Parker Lukacs,38,"(33.2, 40.3]"
3021,3022,F,21,others,others,High Net Worth,No,Gert Kurtis,33,"(26.1, 33.2]"
3022,3023,F,37,Accountant I,IT,High Net Worth,Yes,Rikki Bernet,27,"(26.1, 33.2]"
3023,3024,M,86,others,Health,Mass Customer,No,Franz Craddy,62,"(61.6, 68.7]"
3024,3025,M,27,Compensation Analyst,Financial Services,Mass Customer,Yes,Osgood Stolting,44,"(40.3, 47.4]"
3025,3026,F,11,Account Representative III,Property,Mass Customer,Yes,Minda Pendrid,33,"(26.1, 33.2]"
3026,3027,M,83,Research Nurse,Health,Mass Customer,Yes,Augy Rudall,44,"(40.3, 47.4]"
3027,3028,F,67,General Manager,Manufacturing,High Net Worth,No,Leandra Schubert,65,"(61.6, 68.7]"
3028,3029,M,85,Business Systems Development Analyst,Manufacturing,Mass Customer,No,Timmie Gori,43,"(40.3, 47.4]"
3029,3030,F,68,Technical Writer,Manufacturing,Affluent Customer,No,Flor Agnew,23,"(18.929, 26.1]"
3030,3031,M,95,Staff Scientist,Health,Mass Customer,Yes,Diego Bertelmot,25,"(18.929, 26.1]"
3031,3032,M,53,Analog Circuit Design manager,Health,Affluent Customer,Yes,Renado Wonfor,29,"(26.1, 33.2]"
3032,3033,F,60,Administrative Officer,Financial Services,High Net Worth,No,Danielle Kener,42,"(40.3, 47.4]"
3033,3034,F,54,Web Designer IV,Manufacturing,Mass Customer,Yes,Mara Tofanini,65,"(61.6, 68.7]"
3034,3035,M,98,Associate Professor,Health,High Net Worth,No,Sigfrid Caldecot,41,"(40.3, 47.4]"
3035,3036,F,24,Business Systems Development Analyst,Property,Affluent Customer,Yes,Windy Orehead,44,"(40.3, 47.4]"
3036,3037,F,30,Legal Assistant,Financial Services,High Net Worth,Yes,Leanora Isles,50,"(47.4, 54.5]"
3038,3039,F,52,others,Financial Services,Affluent Customer,No,Coralie Guitonneau,53,"(47.4, 54.5]"
3039,3040,F,87,General Manager,Retail,Mass Customer,No,Kameko Kinrade,55,"(54.5, 61.6]"
3040,3041,F,20,Physical Therapy Assistant,Retail,Mass Customer,Yes,Sherrie Kingaby,47,"(40.3, 47.4]"
3041,3042,M,76,Engineer II,Property,High Net Worth,Yes,Barris Trayton,50,"(47.4, 54.5]"
3042,3043,F,21,Legal Assistant,others,Mass Customer,Yes,Kelcey Argontt,40,"(33.2, 40.3]"
3043,3044,M,59,Occupational Therapist,Health,Affluent Customer,Yes,Russell Brittoner,31,"(26.1, 33.2]"
3044,3045,M,52,Cost Accountant,Financial Services,Affluent Customer,Yes,Renato Mungham,25,"(18.929, 26.1]"
3045,3046,F,53,Programmer Analyst III,Manufacturing,Affluent Customer,No,Shela Ridgers,57,"(54.5, 61.6]"
3046,3047,M,20,Speech Pathologist,Retail,Mass Customer,Yes,Eddy Cossans,59,"(54.5, 61.6]"
3047,3048,M,38,Legal Assistant,Manufacturing,Mass Customer,No,Kenon Messruther,52,"(47.4, 54.5]"
3048,3049,M,72,others,Property,High Net Worth,Yes,Tristam O'Fallone,54,"(47.4, 54.5]"
3049,3050,F,90,others,others,High Net Worth,No,Dinnie Worsom,24,"(18.929, 26.1]"
3050,3051,F,81,others,Manufacturing,Affluent Customer,Yes,Edi Lugton,48,"(47.4, 54.5]"
3053,3054,F,94,Operator,Manufacturing,Affluent Customer,No,Marieann Wickey,56,"(54.5, 61.6]"
3054,3055,F,96,General Manager,others,Mass Customer,Yes,Viki Drache,22,"(18.929, 26.1]"
3055,3056,F,43,Health Coach II,Entertainment,Mass Customer,No,Catlin Storm,53,"(47.4, 54.5]"
3056,3057,F,96,Executive Secretary,others,Mass Customer,No,Mel Shoebottom,45,"(40.3, 47.4]"
3057,3058,M,67,Human Resources Manager,Manufacturing,Mass Customer,Yes,Hamnet Kibblewhite,35,"(33.2, 40.3]"
3058,3059,M,83,Accountant IV,others,Mass Customer,No,Hercules Klewi,63,"(61.6, 68.7]"
3059,3060,M,28,VP Accounting,Financial Services,Mass Customer,Yes,Milton Gorini,39,"(33.2, 40.3]"
3060,3061,F,51,Office Assistant IV,Manufacturing,Affluent Customer,Yes,Evie Bendtsen,30,"(26.1, 33.2]"
3061,3062,M,78,Civil Engineer,Manufacturing,Mass Customer,No,Lesley Ruskin,59,"(54.5, 61.6]"
3062,3063,M,74,VP Sales,Financial Services,Affluent Customer,No,Andrea Wildber,22,"(18.929, 26.1]"
3063,3064,M,96,Product Engineer,Financial Services,Affluent Customer,Yes,Zach Billison,26,"(18.929, 26.1]"
3064,3065,F,88,Recruiter,Financial Services,High Net Worth,Yes,Winna Brusle,43,"(40.3, 47.4]"
3065,3066,F,29,Paralegal,Financial Services,Affluent Customer,Yes,Renell Bellocht,26,"(18.929, 26.1]"
3066,3067,F,8,Chief Design Engineer,Manufacturing,Mass Customer,Yes,Veronique Wash,30,"(26.1, 33.2]"
3067,3068,F,88,Automation Specialist I,Manufacturing,Affluent Customer,No,Gill Branney,31,"(26.1, 33.2]"
3068,3069,F,59,Senior Cost Accountant,Financial Services,Affluent Customer,No,Phylis Traves,33,"(26.1, 33.2]"
3069,3070,F,74,Account Executive,Health,Affluent Customer,Yes,Malissia Minthorpe,23,"(18.929, 26.1]"
3070,3071,F,59,Assistant Media Planner,Entertainment,Mass Customer,Yes,Shirlee Murdoch,32,"(26.1, 33.2]"
3071,3072,M,87,Chemical Engineer,Manufacturing,Mass Customer,Yes,Roma Prettjohn,42,"(40.3, 47.4]"
3072,3073,M,16,Nurse,Telecommunications,Affluent Customer,No,Hernando Farnham,54,"(47.4, 54.5]"
3073,3074,M,31,VP Quality Control,Health,Mass Customer,Yes,Tracie Grishaev,52,"(47.4, 54.5]"
3074,3075,M,36,others,Entertainment,Mass Customer,Yes,Corty Debell,62,"(61.6, 68.7]"
3075,3076,F,9,Professor,Health,Mass Customer,Yes,Merna Eyers,30,"(26.1, 33.2]"
3076,3077,M,19,Information Systems Manager,Manufacturing,Affluent Customer,No,Emelen Gillopp,21,"(18.929, 26.1]"
3077,3078,F,54,Safety Technician III,Retail,Mass Customer,No,Mariel Blacksell,39,"(33.2, 40.3]"
3078,3079,M,34,Legal Assistant,Retail,Mass Customer,Yes,Yorker McKevany,62,"(61.6, 68.7]"
3079,3080,M,87,Graphic Designer,Financial Services,High Net Worth,No,Christoforo Santus,63,"(61.6, 68.7]"
3080,3081,F,61,Mechanical Systems Engineer,others,High Net Worth,Yes,Dodi Volker,50,"(47.4, 54.5]"
3081,3082,M,68,others,Manufacturing,Mass Customer,Yes,Emlyn Maile,24,"(18.929, 26.1]"
3082,3083,M,44,others,others,Mass Customer,Yes,Cirillo Duprey,50,"(47.4, 54.5]"
3083,3084,F,57,Staff Scientist,Financial Services,Affluent Customer,Yes,Birgit Dowers,62,"(61.6, 68.7]"
3084,3085,M,91,Accountant IV,others,Affluent Customer,No,Kaleb Eslemont,43,"(40.3, 47.4]"
3086,3087,M,64,Social Worker,Health,Mass Customer,No,Gerry Scatcher,35,"(33.2, 40.3]"
3087,3088,M,92,others,Retail,Affluent Customer,Yes,Hilarius Trenbey,47,"(40.3, 47.4]"
3088,3089,M,27,Web Developer III,Manufacturing,Affluent Customer,Yes,Wood Nathan,21,"(18.929, 26.1]"
3089,3090,M,81,Operator,Manufacturing,Mass Customer,No,Zared Pinchback,57,"(54.5, 61.6]"
3090,3091,F,88,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,Yes,Guenevere Treffry,26,"(18.929, 26.1]"
3091,3092,F,8,Statistician IV,others,Affluent Customer,No,Hallie Blackden,49,"(47.4, 54.5]"
3092,3093,M,31,Mechanical Systems Engineer,Property,High Net Worth,Yes,Harwilll Crimes,29,"(26.1, 33.2]"
3093,3094,M,51,Biostatistician II,others,Mass Customer,Yes,Izak Andreutti,32,"(26.1, 33.2]"
3095,3096,F,32,Associate Professor,Financial Services,Mass Customer,No,Lulu Cabane,48,"(47.4, 54.5]"
3096,3097,M,2,Actuary,Financial Services,Affluent Customer,Yes,Alessandro Casley,43,"(40.3, 47.4]"
3097,3098,F,77,Dental Hygienist,Health,Mass Customer,No,Tiff Ovett,41,"(40.3, 47.4]"
3098,3099,F,73,others,Retail,Mass Customer,Yes,Shelli Benitti,25,"(18.929, 26.1]"
3099,3100,F,19,Recruiter,others,Mass Customer,No,Peggy Wrankling,67,"(61.6, 68.7]"
3100,3101,M,68,Geological Engineer,Manufacturing,High Net Worth,No,Paxton Lermit,34,"(33.2, 40.3]"
3101,3102,M,37,Assistant Manager,Property,Affluent Customer,No,Paquito Maitland,31,"(26.1, 33.2]"
3102,3103,F,5,Safety Technician II,Retail,Mass Customer,No,Shaylah Hatchell,68,"(61.6, 68.7]"
3103,3104,F,19,Business Systems Development Analyst,Property,Mass Customer,Yes,Diahann Blundan,27,"(26.1, 33.2]"
3104,3105,M,88,Teacher,Health,Mass Customer,No,Bryn Rycraft,56,"(54.5, 61.6]"
3105,3106,F,13,others,Financial Services,Mass Customer,Yes,Yetty Conneely,32,"(26.1, 33.2]"
3106,3107,F,98,Legal Assistant,others,High Net Worth,No,Dell Tremathick,61,"(54.5, 61.6]"
3107,3108,M,94,Accounting Assistant III,Entertainment,Mass Customer,No,Trip Ahmed,54,"(47.4, 54.5]"
3108,3109,F,75,Automation Specialist II,Health,Mass Customer,Yes,Jeralee Domleo,63,"(61.6, 68.7]"
3109,3110,M,14,Community Outreach Specialist,IT,Affluent Customer,Yes,Fabien Iacapucci,27,"(26.1, 33.2]"
3110,3111,M,42,Associate Professor,Financial Services,Mass Customer,Yes,Maxwell Blabber,24,"(18.929, 26.1]"
3111,3112,M,41,Internal Auditor,Retail,High Net Worth,Yes,Terri Gornal,20,"(18.929, 26.1]"
3112,3113,F,52,Teacher,Property,Mass Customer,Yes,Wenonah Lethabridge,52,"(47.4, 54.5]"
3113,3114,M,48,Teacher,IT,Mass Customer,Yes,Judah Prime,47,"(40.3, 47.4]"
3114,3115,M,40,Nuclear Power Engineer,Manufacturing,Mass Customer,No,Rip Spiers,40,"(33.2, 40.3]"
3115,3116,M,16,others,Health,Mass Customer,No,Correy Loynes,43,"(40.3, 47.4]"
3116,3117,F,68,Cost Accountant,Financial Services,Affluent Customer,Yes,Nisse Marriage,26,"(18.929, 26.1]"
3117,3118,M,54,Occupational Therapist,Health,High Net Worth,No,Cleveland Coxon,28,"(26.1, 33.2]"
3118,3119,M,13,others,others,High Net Worth,No,Earle Frisby,61,"(54.5, 61.6]"
3119,3120,F,89,Clinical Specialist,Health,Mass Customer,Yes,Lauree O'Donnell,42,"(40.3, 47.4]"
3120,3121,M,82,Data Coordiator,Manufacturing,Mass Customer,No,Mahmoud Batterbee,62,"(61.6, 68.7]"
3121,3122,F,17,others,Manufacturing,High Net Worth,Yes,Cthrine Orans,41,"(40.3, 47.4]"
3122,3123,F,71,Dental Hygienist,Health,High Net Worth,No,Tina Riggulsford,45,"(40.3, 47.4]"
3123,3124,F,73,Account Executive,Retail,High Net Worth,Yes,Anastasie Le Grand,40,"(33.2, 40.3]"
3124,3125,F,2,Social Worker,Health,High Net Worth,Yes,Krystyna Scarasbrick,43,"(40.3, 47.4]"
3125,3126,M,7,Statistician IV,Financial Services,High Net Worth,No,Bondon Deeley,35,"(33.2, 40.3]"
3126,3127,M,39,Research Nurse,Health,Mass Customer,No,Tucker Lewsley,50,"(47.4, 54.5]"
3127,3128,F,96,Geological Engineer,Manufacturing,High Net Worth,Yes,Betteanne Alldread,56,"(54.5, 61.6]"
3128,3129,F,44,Analog Circuit Design manager,Property,High Net Worth,Yes,Leola Mandrier,66,"(61.6, 68.7]"
3129,3130,F,53,VP Product Management,Telecommunications,Mass Customer,No,Krissy Robard,50,"(47.4, 54.5]"
3130,3131,F,63,others,Retail,Affluent Customer,Yes,Sybilla O' Markey,22,"(18.929, 26.1]"
3131,3132,M,33,Sales Representative,Retail,Mass Customer,Yes,Nicko Artois,46,"(40.3, 47.4]"
3132,3133,F,89,Quality Control Specialist,Manufacturing,Mass Customer,No,Eda MacCheyne,22,"(18.929, 26.1]"
3133,3134,F,53,others,Manufacturing,Mass Customer,No,Pierette Roseman,26,"(18.929, 26.1]"
3134,3135,M,83,Staff Scientist,Financial Services,Mass Customer,No,Titus Worsall,59,"(54.5, 61.6]"
3135,3136,M,60,Marketing Manager,Retail,Mass Customer,Yes,Leonardo Brennon,23,"(18.929, 26.1]"
3137,3138,M,34,Paralegal,Financial Services,Mass Customer,Yes,Wait Pardey,50,"(47.4, 54.5]"
3138,3139,M,65,Paralegal,Financial Services,High Net Worth,Yes,Pail De Blasi,48,"(47.4, 54.5]"
3139,3140,F,2,Legal Assistant,Manufacturing,High Net Worth,No,Britt Muddimer,36,"(33.2, 40.3]"
3140,3141,F,92,Associate Professor,Retail,Mass Customer,Yes,Esmaria Kiernan,26,"(18.929, 26.1]"
3141,3142,M,98,Electrical Engineer,Manufacturing,Mass Customer,No,Hubert Kliner,29,"(26.1, 33.2]"
3142,3143,F,0,Chief Design Engineer,Manufacturing,Mass Customer,No,Corabelle Streatfeild,25,"(18.929, 26.1]"
3143,3144,M,94,Programmer Analyst III,Manufacturing,Mass Customer,Yes,Ringo Everson,43,"(40.3, 47.4]"
3144,3145,M,17,Paralegal,Financial Services,High Net Worth,Yes,Gar Barnewille,43,"(40.3, 47.4]"
3145,3146,F,79,Project Manager,Property,Mass Customer,No,Fredrika Kleinmintz,43,"(40.3, 47.4]"
3146,3147,F,21,others,Retail,Affluent Customer,Yes,Bonnee Farley,45,"(40.3, 47.4]"
3147,3148,M,11,Human Resources Assistant IV,others,High Net Worth,Yes,Berky Degoix,47,"(40.3, 47.4]"
3148,3149,F,31,Tax Accountant,others,Affluent Customer,Yes,Caprice Pack,41,"(40.3, 47.4]"
3149,3150,F,66,Sales Associate,Financial Services,Mass Customer,No,Morissa Wolfendell,30,"(26.1, 33.2]"
3151,3152,F,6,Teacher,Financial Services,High Net Worth,Yes,Lettie McGenis,22,"(18.929, 26.1]"
3152,3153,F,87,Compensation Analyst,Financial Services,High Net Worth,No,Hannis Jakubovits,48,"(47.4, 54.5]"
3153,3154,F,63,Desktop Support Technician,Telecommunications,Mass Customer,Yes,Angil Ellesmere,64,"(61.6, 68.7]"
3154,3155,F,88,Office Assistant I,IT,Affluent Customer,Yes,Tiphani Fritz,45,"(40.3, 47.4]"
3155,3156,M,23,others,Financial Services,Mass Customer,No,Bearnard Letixier,45,"(40.3, 47.4]"
3156,3157,M,46,others,Retail,Mass Customer,Yes,Hurlee Fasson,24,"(18.929, 26.1]"
3157,3158,M,27,VP Quality Control,Telecommunications,Mass Customer,Yes,Korey Lansbury,51,"(47.4, 54.5]"
3158,3159,M,16,others,Financial Services,Affluent Customer,No,Jesus MacShirie,54,"(47.4, 54.5]"
3159,3160,M,87,Mechanical Systems Engineer,IT,Mass Customer,No,Eadmund Braycotton,43,"(40.3, 47.4]"
3160,3161,F,71,others,Financial Services,Mass Customer,Yes,Cindie Naldrett,44,"(40.3, 47.4]"
3161,3162,F,76,Media Manager IV,Argiculture,Mass Customer,Yes,Deanne Delacour,43,"(40.3, 47.4]"
3162,3163,M,38,Environmental Specialist,Argiculture,Affluent Customer,No,Irvine Mc Mechan,53,"(47.4, 54.5]"
3163,3164,F,53,Human Resources Assistant II,Manufacturing,Mass Customer,Yes,Hortensia Rainger,35,"(33.2, 40.3]"
3164,3165,F,56,Business Systems Development Analyst,Manufacturing,Affluent Customer,Yes,Vyky Coppen,46,"(40.3, 47.4]"
3165,3166,M,96,Social Worker,Health,Mass Customer,No,Bronson Plowman,66,"(61.6, 68.7]"
3166,3167,M,36,Web Designer IV,Property,Mass Customer,No,Vernor Stedall,26,"(18.929, 26.1]"
3167,3168,M,89,Assistant Manager,Health,Affluent Customer,No,Johan Dudderidge,45,"(40.3, 47.4]"
3168,3169,M,96,Payment Adjustment Coordinator,IT,Mass Customer,Yes,Maxim Chavrin,57,"(54.5, 61.6]"
3169,3170,F,67,Nurse Practicioner,Entertainment,Mass Customer,No,Bethanne Kytter,53,"(47.4, 54.5]"
3171,3172,F,69,others,Retail,Affluent Customer,No,Marje Kennewell,60,"(54.5, 61.6]"
3173,3174,F,67,Research Associate,Financial Services,Affluent Customer,No,Odele Blackmore,45,"(40.3, 47.4]"
3174,3175,M,82,Operator,Health,Mass Customer,No,Alphard Cradduck,37,"(33.2, 40.3]"
3175,3176,M,60,Physical Therapy Assistant,others,Affluent Customer,No,Rafe Antoniak,44,"(40.3, 47.4]"
3176,3177,M,93,Database Administrator IV,others,Affluent Customer,No,Titos Scanes,43,"(40.3, 47.4]"
3177,3178,M,21,VP Quality Control,Retail,Mass Customer,Yes,Gan Marrion,50,"(47.4, 54.5]"
3178,3179,M,87,Assistant Media Planner,Entertainment,Affluent Customer,Yes,Jarid Redwood,42,"(40.3, 47.4]"
3180,3181,M,39,Senior Editor,Financial Services,High Net Worth,No,Ferd Chominski,45,"(40.3, 47.4]"
3181,3182,F,50,others,Financial Services,Affluent Customer,No,Catherina Hammel,54,"(47.4, 54.5]"
3182,3183,M,64,Junior Executive,Health,Mass Customer,No,Craig Phethean,47,"(40.3, 47.4]"
3183,3184,F,2,Civil Engineer,Manufacturing,Affluent Customer,Yes,Marlee Brundle,45,"(40.3, 47.4]"
3184,3185,M,25,Senior Financial Analyst,Financial Services,Mass Customer,No,Duky Crichley,65,"(61.6, 68.7]"
3185,3186,F,22,others,others,Mass Customer,Yes,Rora Warre,24,"(18.929, 26.1]"
3186,3187,M,75,Senior Quality Engineer,Financial Services,Mass Customer,Yes,Samuele Roycroft,47,"(40.3, 47.4]"
3188,3189,M,40,Environmental Specialist,Financial Services,Mass Customer,No,Abbott Knaggs,58,"(54.5, 61.6]"
3189,3190,F,18,others,others,Affluent Customer,No,Lizabeth Carswell,36,"(33.2, 40.3]"
3190,3191,F,29,Director of Sales,Financial Services,Affluent Customer,Yes,Bobbette Amps,62,"(61.6, 68.7]"
3191,3192,F,37,Payment Adjustment Coordinator,Financial Services,High Net Worth,Yes,Illa Klemenz,53,"(47.4, 54.5]"
3192,3193,F,6,Web Designer IV,Property,High Net Worth,No,Augusta Henryson,43,"(40.3, 47.4]"
3193,3194,M,38,Physical Therapy Assistant,Manufacturing,Mass Customer,No,Hakeem Bernardinelli,43,"(40.3, 47.4]"
3194,3195,F,4,Tax Accountant,Manufacturing,Mass Customer,No,Vickie West,40,"(33.2, 40.3]"
3195,3196,F,11,Engineer IV,Health,Mass Customer,No,Teddi Adcocks,44,"(40.3, 47.4]"
3196,3197,M,83,Environmental Specialist,Health,High Net Worth,No,Stern Ilyenko,45,"(40.3, 47.4]"
3197,3198,M,66,Media Manager III,Manufacturing,Mass Customer,Yes,Dur Knappen,24,"(18.929, 26.1]"
3198,3199,F,98,Product Engineer,others,Mass Customer,Yes,Florry Neasam,52,"(47.4, 54.5]"
3200,3201,M,61,Assistant Professor,Financial Services,Mass Customer,Yes,Zed Blanckley,21,"(18.929, 26.1]"
3201,3202,M,74,Office Assistant IV,Financial Services,Mass Customer,Yes,Garry Gadson,27,"(26.1, 33.2]"
3202,3203,M,25,GIS Technical Architect,others,Affluent Customer,Yes,Swen Merioth,36,"(33.2, 40.3]"
3203,3204,F,51,Media Manager III,Health,Mass Customer,Yes,Ibby Beedon,27,"(26.1, 33.2]"
3204,3205,M,35,Account Executive,others,Mass Customer,No,Egan Flockhart,62,"(61.6, 68.7]"
